"Date and Time Run 1","Time (s) Run 1","Angle (rad) Run 1","Angular Velocity (rad/s) Run 1","Angular Acceleration (rad/s²) Run 1","Position (m) Run 1","Velocity (m/s) Run 1","Acceleration, 975-866 (m/s²) Run 1","Voltage (V) Run 1","霍尔电压 (mV) Run 1"
10/31/2025 03:50:34 pm,1.550,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:34 pm,1.600,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:34 pm,1.650,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:34 pm,1.700,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:34 pm,1.750,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:34 pm,1.800,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:34 pm,1.850,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:34 pm,1.900,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:34 pm,1.950,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:35 pm,2.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:35 pm,2.050,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:35 pm,2.100,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:35 pm,2.150,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:35 pm,2.200,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:35 pm,2.250,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.28
10/31/2025 03:50:35 pm,2.300,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:35 pm,2.350,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:35 pm,2.400,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:35 pm,2.450,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.29
10/31/2025 03:50:35 pm,2.500,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:35 pm,2.550,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.28
10/31/2025 03:50:35 pm,2.600,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.22
10/31/2025 03:50:35 pm,2.650,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.28
10/31/2025 03:50:35 pm,2.700,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:35 pm,2.750,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.28
10/31/2025 03:50:35 pm,2.800,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:35 pm,2.850,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:35 pm,2.900,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:35 pm,2.950,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:36 pm,3.050,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.100,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:36 pm,3.150,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.200,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:36 pm,3.250,0.000,0.000,0.000,0.0000,0.000,0.000,-0.022,-0.28
10/31/2025 03:50:36 pm,3.300,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:36 pm,3.350,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:36 pm,3.400,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:36 pm,3.450,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.500,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:36 pm,3.550,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.600,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:36 pm,3.650,0.000,0.000,0.000,0.0000,0.000,0.000,-0.020,-0.26
10/31/2025 03:50:36 pm,3.700,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:36 pm,3.750,0.000,0.000,0.000,0.0000,0.000,0.000,-0.020,-0.27
10/31/2025 03:50:36 pm,3.800,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:36 pm,3.850,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:36 pm,3.900,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:36 pm,3.950,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:37 pm,4.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.22
10/31/2025 03:50:37 pm,4.050,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:37 pm,4.100,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.150,0.000,0.000,0.000,0.0000,0.000,0.000,-0.020,-0.27
10/31/2025 03:50:37 pm,4.200,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.250,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.300,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.350,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.400,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:37 pm,4.450,0.000,0.000,0.000,0.0000,0.000,0.000,-0.020,-0.27
10/31/2025 03:50:37 pm,4.500,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:37 pm,4.550,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.600,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.650,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.700,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.750,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.800,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.21
10/31/2025 03:50:37 pm,4.850,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:37 pm,4.900,0.000,0.000,0.000,0.0000,0.000,0.000,-0.016,-0.20
10/31/2025 03:50:37 pm,4.950,0.000,0.000,0.000,0.0000,0.000,0.000,-0.020,-0.27
10/31/2025 03:50:38 pm,5.000,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:38 pm,5.050,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:38 pm,5.100,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:38 pm,5.150,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:38 pm,5.200,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:38 pm,5.250,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.28
10/31/2025 03:50:38 pm,5.300,0.000,0.000,0.000,0.0000,0.000,0.000,-0.015,-0.20
10/31/2025 03:50:38 pm,5.350,0.000,0.000,0.000,0.0000,0.000,0.000,-0.021,-0.27
10/31/2025 03:50:38 pm,5.400,0.000,0.000,-0.017,0.0000,0.000,-4.861E-4,-0.015,-0.20
10/31/2025 03:50:38 pm,5.450,0.000,0.000,-0.070,0.0000,0.000,-0.002,-0.020,-0.27
10/31/2025 03:50:38 pm,5.500,0.000,-0.005,-0.140,0.0000,-1.458E-4,-0.004,-0.015,-0.20
10/31/2025 03:50:38 pm,5.550,0.000,-0.016,-0.192,0.0000,-4.375E-4,-0.005,-0.020,-0.27
10/31/2025 03:50:38 pm,5.600,-0.002,-0.026,-0.227,-4.3750E-5,-7.292E-4,-0.006,-0.015,-0.19
10/31/2025 03:50:38 pm,5.650,-0.003,-0.037,-0.332,-8.7500E-5,-0.001,-0.009,-0.020,-0.27
10/31/2025 03:50:38 pm,5.700,-0.005,-0.052,-0.576,-1.3125E-4,-0.001,-0.016,-0.015,-0.20
10/31/2025 03:50:38 pm,5.750,-0.008,-0.089,-0.855,-2.1875E-4,-0.002,-0.024,-0.020,-0.26
10/31/2025 03:50:38 pm,5.800,-0.013,-0.147,-0.942,-3.5000E-4,-0.004,-0.026,-0.014,-0.19
10/31/2025 03:50:38 pm,5.850,-0.022,-0.199,-0.698,-6.1250E-4,-0.006,-0.019,-0.020,-0.26
10/31/2025 03:50:38 pm,5.900,-0.035,-0.225,-0.314,-9.6250E-4,-0.006,-0.009,-0.014,-0.19
10/31/2025 03:50:38 pm,5.950,-0.046,-0.220,-0.175,-0.0013,-0.006,-0.005,-0.019,-0.25
10/31/2025 03:50:39 pm,6.000,-0.057,-0.220,-0.436,-0.0016,-0.006,-0.012,-0.014,-0.19
10/31/2025 03:50:39 pm,6.050,-0.066,-0.257,-0.803,-0.0018,-0.007,-0.022,-0.019,-0.25
10/31/2025 03:50:39 pm,6.100,-0.080,-0.319,-0.698,-0.0022,-0.009,-0.019,-0.014,-0.18
10/31/2025 03:50:39 pm,6.150,-0.099,-0.361,0.105,-0.0028,-0.010,0.003,-0.018,-0.23
10/31/2025 03:50:39 pm,6.200,-0.119,-0.325,1.187,-0.0033,-0.009,0.033,-0.013,-0.17
10/31/2025 03:50:39 pm,6.250,-0.135,-0.220,1.815,-0.0038,-0.006,0.051,-0.018,-0.24
10/31/2025 03:50:39 pm,6.300,-0.141,-0.105,1.623,-0.0039,-0.003,0.045,-0.014,-0.18
10/31/2025 03:50:39 pm,6.350,-0.143,-0.037,0.942,-0.0040,-0.001,0.026,-0.019,-0.25
10/31/2025 03:50:39 pm,6.400,-0.143,-0.021,0.349,-0.0040,-5.833E-4,0.010,-0.014,-0.18
10/31/2025 03:50:39 pm,6.450,-0.145,-0.021,0.105,-0.0040,-5.833E-4,0.003,-0.018,-0.24
10/31/2025 03:50:39 pm,6.500,-0.146,-0.016,0.070,-0.0041,-4.375E-4,0.002,-0.014,-0.18
10/31/2025 03:50:39 pm,6.550,-0.146,-0.010,0.035,-0.0041,-2.917E-4,9.722E-4,-0.018,-0.24
10/31/2025 03:50:39 pm,6.600,-0.146,-0.010,-0.035,-0.0041,-2.917E-4,-9.722E-4,-0.013,-0.17
10/31/2025 03:50:39 pm,6.650,-0.148,-0.016,-0.105,-0.0041,-4.375E-4,-0.003,-0.019,-0.25
10/31/2025 03:50:39 pm,6.700,-0.148,-0.021,-0.244,-0.0041,-5.833E-4,-0.007,-0.014,-0.18
10/31/2025 03:50:39 pm,6.750,-0.149,-0.031,-0.559,-0.0042,-8.750E-4,-0.016,-0.019,-0.25
10/31/2025 03:50:39 pm,6.800,-0.151,-0.068,-0.977,-0.0042,-0.002,-0.027,-0.014,-0.19
10/31/2025 03:50:39 pm,6.850,-0.154,-0.136,-1.187,-0.0043,-0.004,-0.033,-0.019,-0.25
10/31/2025 03:50:39 pm,6.900,-0.163,-0.209,-0.908,-0.0046,-0.006,-0.025,-0.014,-0.18
10/31/2025 03:50:39 pm,6.950,-0.178,-0.246,-0.192,-0.0049,-0.007,-0.005,-0.019,-0.25
10/31/2025 03:50:40 pm,7.000,-0.190,-0.230,0.611,-0.0053,-0.006,0.017,-0.015,-0.19
10/31/2025 03:50:40 pm,7.050,-0.201,-0.173,1.117,-0.0056,-0.005,0.031,-0.020,-0.26
10/31/2025 03:50:40 pm,7.100,-0.209,-0.099,1.134,-0.0058,-0.003,0.032,-0.016,-0.21
10/31/2025 03:50:40 pm,7.150,-0.210,-0.042,0.716,-0.0059,-0.001,0.020,-0.020,-0.27
10/31/2025 03:50:40 pm,7.200,-0.210,-0.021,0.105,-0.0059,-5.833E-4,0.003,-0.016,-0.21
10/31/2025 03:50:40 pm,7.250,-0.212,-0.037,-0.436,-0.0059,-0.001,-0.012,-0.021,-0.27
10/31/2025 03:50:40 pm,7.300,-0.214,-0.073,-0.698,-0.0060,-0.002,-0.019,-0.016,-0.21
10/31/2025 03:50:40 pm,7.350,-0.218,-0.120,-0.541,-0.0061,-0.003,-0.015,-0.020,-0.26
10/31/2025 03:50:40 pm,7.400,-0.226,-0.147,-0.017,-0.0063,-0.004,-4.861E-4,-0.016,-0.21
10/31/2025 03:50:40 pm,7.450,-0.236,-0.126,0.559,-0.0066,-0.004,0.016,-0.022,-0.29
10/31/2025 03:50:40 pm,7.500,-0.240,-0.073,0.785,-0.0067,-0.002,0.022,-0.018,-0.23
10/31/2025 03:50:40 pm,7.550,-0.242,-0.026,0.541,-0.0067,-7.292E-4,0.015,-0.022,-0.30
10/31/2025 03:50:40 pm,7.600,-0.242,-0.010,0.017,-0.0067,-2.917E-4,4.861E-4,-0.018,-0.24
10/31/2025 03:50:40 pm,7.650,-0.242,-0.026,-0.489,-0.0067,-7.292E-4,-0.014,-0.023,-0.30
10/31/2025 03:50:40 pm,7.700,-0.243,-0.068,-0.768,-0.0068,-0.002,-0.021,-0.019,-0.25
10/31/2025 03:50:40 pm,7.750,-0.248,-0.115,-0.733,-0.0069,-0.003,-0.020,-0.022,-0.29
10/31/2025 03:50:40 pm,7.800,-0.256,-0.152,-0.436,-0.0071,-0.004,-0.012,-0.018,-0.24
10/31/2025 03:50:40 pm,7.850,-0.264,-0.162,-0.052,-0.0074,-0.005,-0.001,-0.022,-0.29
10/31/2025 03:50:40 pm,7.900,-0.273,-0.152,0.244,-0.0076,-0.004,0.007,-0.019,-0.25
10/31/2025 03:50:40 pm,7.950,-0.280,-0.131,0.349,-0.0078,-0.004,0.010,-0.024,-0.31
10/31/2025 03:50:41 pm,8.000,-0.286,-0.110,0.297,-0.0080,-0.003,0.008,-0.020,-0.26
10/31/2025 03:50:41 pm,8.050,-0.291,-0.099,0.227,-0.0081,-0.003,0.006,-0.024,-0.31
10/31/2025 03:50:41 pm,8.100,-0.295,-0.094,0.279,-0.0082,-0.003,0.008,-0.021,-0.28
10/31/2025 03:50:41 pm,8.150,-0.300,-0.079,0.419,-0.0084,-0.002,0.012,-0.025,-0.32
10/31/2025 03:50:41 pm,8.200,-0.305,-0.047,0.471,-0.0085,-0.001,0.013,-0.022,-0.29
10/31/2025 03:50:41 pm,8.250,-0.305,-0.021,0.314,-0.0085,-5.833E-4,0.009,-0.025,-0.33
10/31/2025 03:50:41 pm,8.300,-0.305,-0.010,0.052,-0.0085,-2.917E-4,0.001,-0.022,-0.29
10/31/2025 03:50:41 pm,8.350,-0.306,-0.021,-0.122,-0.0085,-5.833E-4,-0.003,-0.026,-0.34
10/31/2025 03:50:41 pm,8.400,-0.306,-0.031,-0.122,-0.0085,-8.750E-4,-0.003,-0.022,-0.29
10/31/2025 03:50:41 pm,8.450,-0.309,-0.037,0.017,-0.0086,-0.001,4.861E-4,-0.026,-0.34
10/31/2025 03:50:41 pm,8.500,-0.311,-0.031,0.157,-0.0087,-8.750E-4,0.004,-0.022,-0.30
10/31/2025 03:50:41 pm,8.550,-0.313,-0.016,0.175,-0.0087,-4.375E-4,0.005,-0.026,-0.34
10/31/2025 03:50:41 pm,8.600,-0.313,-0.005,-0.017,-0.0087,-1.458E-4,-4.861E-4,-0.023,-0.31
10/31/2025 03:50:41 pm,8.650,-0.313,-0.010,-0.419,-0.0087,-2.917E-4,-0.012,-0.026,-0.34
10/31/2025 03:50:41 pm,8.700,-0.313,-0.042,-0.890,-0.0087,-0.001,-0.025,-0.022,-0.30
10/31/2025 03:50:41 pm,8.750,-0.316,-0.105,-1.134,-0.0088,-0.003,-0.032,-0.026,-0.34
10/31/2025 03:50:41 pm,8.800,-0.322,-0.178,-0.873,-0.0090,-0.005,-0.024,-0.023,-0.30
10/31/2025 03:50:41 pm,8.850,-0.335,-0.215,-0.140,-0.0093,-0.006,-0.004,-0.027,-0.36
10/31/2025 03:50:41 pm,8.900,-0.347,-0.194,0.593,-0.0097,-0.005,0.017,-0.025,-0.33
10/31/2025 03:50:41 pm,8.950,-0.355,-0.131,0.855,-0.0099,-0.004,0.024,-0.029,-0.39
10/31/2025 03:50:42 pm,9.000,-0.360,-0.084,0.593,-0.0100,-0.002,0.017,-0.027,-0.36
10/31/2025 03:50:42 pm,9.050,-0.361,-0.068,0.122,-0.0101,-0.002,0.003,-0.030,-0.39
10/31/2025 03:50:42 pm,9.100,-0.366,-0.079,-0.227,-0.0102,-0.002,-0.006,-0.027,-0.36
10/31/2025 03:50:42 pm,9.150,-0.369,-0.099,-0.367,-0.0103,-0.003,-0.010,-0.031,-0.40
10/31/2025 03:50:42 pm,9.200,-0.375,-0.120,-0.297,-0.0105,-0.003,-0.008,-0.028,-0.37
10/31/2025 03:50:42 pm,9.250,-0.382,-0.136,-0.105,-0.0106,-0.004,-0.003,-0.032,-0.42
10/31/2025 03:50:42 pm,9.300,-0.390,-0.131,0.052,-0.0109,-0.004,0.001,-0.030,-0.39
10/31/2025 03:50:42 pm,9.350,-0.396,-0.120,0.035,-0.0110,-0.003,9.722E-4,-0.034,-0.44
10/31/2025 03:50:42 pm,9.400,-0.401,-0.120,-0.157,-0.0112,-0.003,-0.004,-0.032,-0.42
10/31/2025 03:50:42 pm,9.450,-0.407,-0.136,-0.332,-0.0113,-0.004,-0.009,-0.035,-0.46
10/31/2025 03:50:42 pm,9.500,-0.415,-0.162,-0.314,-0.0116,-0.005,-0.009,-0.033,-0.43
10/31/2025 03:50:42 pm,9.550,-0.423,-0.178,-0.087,-0.0118,-0.005,-0.002,-0.037,-0.48
10/31/2025 03:50:42 pm,9.600,-0.434,-0.173,0.175,-0.0121,-0.005,0.005,-0.035,-0.46
10/31/2025 03:50:42 pm,9.650,-0.441,-0.152,0.209,-0.0123,-0.004,0.006,-0.038,-0.50
10/31/2025 03:50:42 pm,9.700,-0.448,-0.136,-0.052,-0.0125,-0.004,-0.001,-0.038,-0.49
10/31/2025 03:50:42 pm,9.750,-0.454,-0.152,-0.401,-0.0126,-0.004,-0.011,-0.041,-0.54
10/31/2025 03:50:42 pm,9.800,-0.462,-0.188,-0.541,-0.0129,-0.005,-0.015,-0.039,-0.51
10/31/2025 03:50:42 pm,9.850,-0.473,-0.220,-0.384,-0.0132,-0.006,-0.011,-0.042,-0.55
10/31/2025 03:50:42 pm,9.900,-0.485,-0.230,-0.087,-0.0135,-0.006,-0.002,-0.042,-0.55
10/31/2025 03:50:42 pm,9.950,-0.496,-0.225,0.157,-0.0138,-0.006,0.004,-0.045,-0.60
10/31/2025 03:50:43 pm,10.000,-0.507,-0.209,0.192,-0.0141,-0.006,0.005,-0.046,-0.60
10/31/2025 03:50:43 pm,10.050,-0.518,-0.194,-0.087,-0.0144,-0.005,-0.002,-0.049,-0.65
10/31/2025 03:50:43 pm,10.100,-0.526,-0.204,-0.611,-0.0147,-0.006,-0.017,-0.049,-0.64
10/31/2025 03:50:43 pm,10.150,-0.536,-0.257,-1.012,-0.0149,-0.007,-0.028,-0.051,-0.68
10/31/2025 03:50:43 pm,10.200,-0.551,-0.330,-0.855,-0.0154,-0.009,-0.024,-0.052,-0.68
10/31/2025 03:50:43 pm,10.250,-0.570,-0.372,-0.017,-0.0159,-0.010,-4.861E-4,-0.056,-0.74
10/31/2025 03:50:43 pm,10.300,-0.591,-0.346,1.117,-0.0165,-0.010,0.031,-0.058,-0.76
10/31/2025 03:50:43 pm,10.350,-0.608,-0.246,1.850,-0.0169,-0.007,0.052,-0.063,-0.82
10/31/2025 03:50:43 pm,10.400,-0.617,-0.120,1.676,-0.0172,-0.003,0.047,-0.064,-0.84
10/31/2025 03:50:43 pm,10.450,-0.617,-0.042,0.681,-0.0172,-0.001,0.019,-0.068,-0.89
10/31/2025 03:50:43 pm,10.500,-0.617,-0.047,-0.489,-0.0172,-0.001,-0.014,-0.066,-0.87
10/31/2025 03:50:43 pm,10.550,-0.620,-0.115,-1.239,-0.0173,-0.003,-0.035,-0.067,-0.89
10/31/2025 03:50:43 pm,10.600,-0.628,-0.194,-1.449,-0.0175,-0.005,-0.040,-0.067,-0.88
10/31/2025 03:50:43 pm,10.650,-0.641,-0.267,-1.274,-0.0179,-0.007,-0.035,-0.070,-0.92
10/31/2025 03:50:43 pm,10.700,-0.655,-0.330,-0.820,-0.0182,-0.009,-0.023,-0.071,-0.93
10/31/2025 03:50:43 pm,10.750,-0.674,-0.361,-0.070,-0.0188,-0.010,-0.002,-0.075,-0.99
10/31/2025 03:50:43 pm,10.800,-0.694,-0.346,0.820,-0.0193,-0.010,0.023,-0.078,-1.03
10/31/2025 03:50:43 pm,10.850,-0.710,-0.272,1.449,-0.0198,-0.008,0.040,-0.084,-1.10
10/31/2025 03:50:43 pm,10.900,-0.723,-0.173,1.414,-0.0201,-0.005,0.039,-0.087,-1.14
10/31/2025 03:50:43 pm,10.950,-0.727,-0.099,0.663,-0.0203,-0.003,0.018,-0.089,-1.17
10/31/2025 03:50:44 pm,11.000,-0.729,-0.094,-0.262,-0.0203,-0.003,-0.007,-0.089,-1.18
10/31/2025 03:50:44 pm,11.050,-0.734,-0.152,-0.628,-0.0204,-0.004,-0.018,-0.091,-1.19
10/31/2025 03:50:44 pm,11.100,-0.745,-0.199,-0.244,-0.0207,-0.006,-0.007,-0.091,-1.20
10/31/2025 03:50:44 pm,11.150,-0.757,-0.183,0.332,-0.0211,-0.005,0.009,-0.095,-1.25
10/31/2025 03:50:44 pm,11.200,-0.765,-0.136,0.384,-0.0213,-0.004,0.011,-0.097,-1.28
10/31/2025 03:50:44 pm,11.250,-0.768,-0.115,-0.192,-0.0214,-0.003,-0.005,-0.099,-1.30
10/31/2025 03:50:44 pm,11.300,-0.774,-0.152,-0.855,-0.0216,-0.004,-0.024,-0.100,-1.31
10/31/2025 03:50:44 pm,11.350,-0.782,-0.225,-1.012,-0.0218,-0.006,-0.028,-0.100,-1.32
10/31/2025 03:50:44 pm,11.400,-0.796,-0.283,-0.489,-0.0222,-0.008,-0.014,-0.103,-1.35
10/31/2025 03:50:44 pm,11.450,-0.814,-0.288,0.367,-0.0227,-0.008,0.010,-0.107,-1.41
10/31/2025 03:50:44 pm,11.500,-0.828,-0.236,1.012,-0.0231,-0.007,0.028,-0.111,-1.47
10/31/2025 03:50:44 pm,11.550,-0.837,-0.162,1.134,-0.0233,-0.005,0.032,-0.116,-1.52
10/31/2025 03:50:44 pm,11.600,-0.844,-0.105,0.733,-0.0235,-0.003,0.020,-0.118,-1.55
10/31/2025 03:50:44 pm,11.650,-0.847,-0.079,0.035,-0.0236,-0.002,9.722E-4,-0.119,-1.57
10/31/2025 03:50:44 pm,11.700,-0.850,-0.099,-0.663,-0.0237,-0.003,-0.018,-0.120,-1.58
